QuestionID,entailment_score,contradiction_score,obligation_coverage_score,composite_score
ba18e6a7-0d77-4bc5-bdf5-41e8b28a1e7d,0.76899,0.61818,0.06666666666666667,0.40583
9a3df37f-8f58-49dc-9a67-f078a1de5942,0.70521,0.87283,0.08333333333333333,0.30524
b91cf1ac-cc41-4f58-a36b-7a37a0ff72ef,0.21805,0.64908,0.0,0.18966
ba9c6d33-d8c2-46c7-9021-745be0af8db2,0.00599,0.14878,0.0,0.28574
d4eaa908-2c1c-4e3f-9a42-7867fbd22c72,0.76013,0.03822,0.75,0.82397
3f451aa7-41a2-4b5c-9a3c-542e52e49ff2,0.01031,0.10009,0.0,0.30341
cf24bdb5-42b8-46df-9987-8e1a2cbbab0a,0.67693,0.64701,0.0,0.34331
31b41848-22ba-4b62-bb68-dfd8698a1b14,0.46286,0.66169,0.1,0.30039
0b4d3089-bb08-415b-a7f3-382c27e84c72,0.92083,0.83089,0.17073170731707318,0.42022
b2f6cd55-29de-4898-9a1b-3e51125d7038,0.68341,0.38758,0.3333333333333333,0.54305
6c3cb6aa-2a59-45db-8b31-02c9a2b79e11,0.01811,0.19147,0.0,0.27555
7b7a1e0d-3f5e-49a4-9b8d-7d4e31a1a8e2,0.67135,0.76704,0.21568627450980393,0.37333
c6a8e3a7-1a2b-40c3-9d8b-6f1e3e6c2c0b,0.88301,0.25032,0.0,0.54423
9d5a6b1c-2c4f-4b16-8e8e-1c7d9b2a9f34,0.57331,0.9808,0.3333333333333333,0.30861
e1d2f3a4-b5c6-47d8-9e0f-123456789abc,0.0414,0.73968,0.0,0.10057
f8b2a1d3-4c5e-4d2a-8b1f-2e3c4d5f6a7b,0.5284,0.93668,0.0,0.19724
a3c4e5f6-7890-4a1b-9c2d-3e4f5a6b7c8d,0.60706,0.53094,0.25,0.44204
0f1e2d3c-4b5a-4a6f-8c7d-9e0f1a2b3c4d,0.00834,0.41325,0.0,0.19836
5a6b7c8d-9e0f-4a1b-8c2d-3e4f5a6b7c8d,0.0314,0.52627,0.0,0.16838
d4e5f6a7-b8c9-4d0e-9f1a-2b3c4d5e6f70,0.29628,0.88049,0.12,0.1786
1a2b3c4d-5e6f-47a8-9b0c-1d2e3f4a5b6c,0.36221,0.65584,0.14285714285714285,0.28308
4f8a76b3-77fb-4d65-bcb4-60c250f6a6bb,0.03228,0.09809,0.0,0.3114
6c1f2e89-cac4-4fc2-b8b2-fb177d422b2b,0.18077,0.65525,0.0,0.17517
1bde5523-144d-4a5c-87b2-fc90cf7302e8,0.60383,0.87098,0.0,0.24428
02cb39b9-0a2c-4f64-8fc2-1ee58801fc89,0.01647,0.31015,0.0,0.23544
b687bb8e-d8ea-45f2-9b9c-00e243b5cf14,0.55779,0.92009,0.07575757575757576,0.23782
5c16cf0b-292d-4f73-970c-6cc7cc3b70ff,0.0,0.0,0.0,0.0
4f2da6ef-f509-4045-96ce-90e511a2b85c,0.44725,0.43562,0.0,0.33721
b3d8e963-bdb8-4a9f-8c62-fb3f7e52eb25,0.44038,0.59349,0.0,0.2823
d8f99df6-d016-42d3-810a-2510713274fc,0.35428,0.5924,0.4,0.38729
e9e8bfe5-88d4-4a9d-9c65-f768d2bfa3b4,0.0,0.0,0.0,0.0
b739d179-0043-4a6d-94a7-40e828c8d38e,0.49988,0.96181,0.15,0.22936
0db5ad33-377e-4b91-a8e9-98f04bfb9cc3,0.79984,0.61435,0.16666666666666666,0.45072
a164f3f8-579a-4f3a-bf0a-98cd44d4a9b3,0.19237,0.54151,0.5,0.38362
c6b8e21e-2275-4a4e-9724-8ee94d1ab70f,0.65787,0.93871,0.0,0.23972
84c7908d-b258-48a3-bad8-03a740b4d0c9,0.01543,0.11188,0.0,0.30118
6f3a8d0d-8a8e-4d9e-b0fb-2f0d4a4f7b33,0.48321,0.59191,0.0,0.2971
d9bbdc7d-1c4f-4b9e-a372-f49c17475ef6,0.01824,0.62277,0.0,0.13182
63de9b3e-3107-4e6b-9b8a-6f3cb68c6b6c,0.03764,0.0773,0.16666666666666666,0.37567
cba871a2-6b3c-49e2-9e5e-22b7dc8e1b34,0.0,0.0,0.0,0.0
14c9c6b8-6a38-44f7-9a23-56c83fd8c9a2,0.0,0.0,0.0,0.0
4acb7ef7-97f1-4a29-89f5-17d77ec4fc07,0.0,0.0,0.0,0.0
c2ff23bb-1b88-49a9-8f6c-7600c7f7e889,0.0,0.0,0.0,0.0
1f7a90d1-71a1-46c0-81f3-c36e40d2ad5c,0.0,0.0,0.0,0.0
76179b2c-19a9-49d8-9689-cc5d8e0e787d,0.12638,0.66748,0.125,0.19463
7a4acb2e-64ff-4f48-823c-4cd3a5b7e197,0.97637,0.89149,0.375,0.48663
fc39c20b-5e2b-46cf-9587-4e7342f6f8cb,0.55845,0.87924,0.041666666666666664,0.24029
ea9635b0-1d1a-4c35-9a5d-8e83a61c31ab,0.20224,0.4126,0.0,0.26321
9c2b0e6e-4d1e-4c09-9a7a-4e5f2f0f9f77,0.48889,0.66292,0.3333333333333333,0.38643
7c727b41-7f39-4b97-8ea4-7eb425c07ac2,0.77766,0.95316,0.2631578947368421,0.36255
91ff6c54-b7ab-4a83-944a-c93a2b5f17d1,0.49768,0.88199,0.1,0.23856
4a56b1cf-6d98-4b71-b248-819a04b9a5ff,0.24811,0.23513,0.0,0.33766
d9b2ef63-cc47-4c27-8af2-8573f08730f4,0.20829,0.22749,0.5,0.4936
52a0f148-3a4e-4d93-8e25-948c94394a9e,0.59618,0.9041,0.0,0.23069
b7fd6a20-89b0-4a31-b8c5-74362de4c9ef,0.8736,0.99031,0.14814814814814814,0.34381
e8cc7a7b-f9e7-4b62-8231-13e53498ed8d,0.53611,0.76964,0.8571428571428571,0.5412
64dcbd2c-3f39-4591-9920-2c55f9d85e62,0.04324,0.27634,0.0,0.25563
8df9b5f7-b55c-4b0c-8080-6ac3bb7c6a5e,0.84927,0.36061,0.3333333333333333,0.60733
1c3dbd0f-d404-490b-8b63-12ab90e0f230,0.00584,0.2467,0.0,0.25305
7a3e57c1-f4e4-46f9-950e-173f40c1f31a,0.15092,0.28324,0.5,0.45589
86bfa59c-3458-45c4-9acb-d30f09d2e769,0.1145,0.92557,0.0,0.06298
7b7a8c1c-7bff-42e6-8df2-4cd0b5b1d3c2,0.26488,0.78803,0.0,0.15895
6fbf3f0a-4f6a-4f26-8a1c-0d4a0a1b9e7d,0.92614,0.04372,0.0,0.62747
d8c2a4d7-1d2e-4b16-8e0b-8b3c9f5c9b22,0.19214,0.3804,0.3333333333333333,0.38169
b2f1f5a9-3a4c-4f77-9a30-1a6f7f9e2e0c,0.04386,0.42609,0.0,0.20592
0b6d9e2a-3f1a-4c9e-8bfa-2c0c9a6f6d33,0.29188,0.16207,0.16666666666666666,0.43216
4a7c2b0d-9e8f-43e0-8c3a-1d5a8e9c7b11,0.653,0.52676,0.0,0.37541
e1d4f3a2-5c6b-4f0a-8b7e-2f8c9e1a0d44,0.06367,0.78904,0.0,0.09154
2b5d7a9e-1f0c-4b4e-9c8d-3a1f2e7d6c55,0.47744,0.51267,0.2,0.38826
9c0e4f2a-3d7b-4a6b-8e2f-5a7d9c1b2e66,0.65676,0.69322,0.1,0.35451
f3a6b1d2-8c4e-4f0b-9e1d-7a2c5d4f6a77,0.47595,0.31277,0.15384615384615385,0.43901
11b55c3b-27b7-472b-8e65-8432d13f218a,0.00976,0.795,0.0,0.07159
eeb76852-3056-4b49-9c90-cad24b4b7bb0,0.0965,0.96934,0.3333333333333333,0.1535
1f9e8b0d-ecab-45cf-b3ed-1c20b4b7e234,0.28687,0.37053,0.0625,0.32628
f03c02cc-7966-4565-9e41-f2e00c61b35c,0.0106,0.37084,0.06666666666666667,0.23548
b478ae6c-cf12-40f9-912d-12b75ef44b7c,0.69152,0.92928,0.5483870967741935,0.43688
a76a4c6f-c6b1-4a4e-9a12-97a2d83f6f7c,0.48388,0.6071,0.1724137931034483,0.34973
9b5a2a59-6cf6-4c0f-a86b-94d290e7fd39,0.46482,0.91131,0.1111111111111111,0.22154
3e4b12ad-3e22-4a47-b05c-0a3dfb4b5e6d,0.52245,0.99001,0.32432432432432434,0.28559
f7b6d841-f449-4dc2-8d7b-2e19f1c9d6bb,0.73542,0.74911,0.1111111111111111,0.36581
b8c4a8f3-6f64-40ad-9a73-f9e5270d7489,0.57887,0.98527,0.2,0.26453
93425ff7-6cf0-45d3-8263-19fbb4d53a07,0.3507,0.79462,0.2,0.25203
cb0a3e1e-dfb8-4ecf-a0b0-dc5c9ec8b77c,0.50288,0.85991,0.6666666666666666,0.43655
a2c6a663-9cdb-4f54-bb8f-4b0236b2a0d3,0.66419,0.73594,0.17647058823529413,0.36824
5f9c8c3a-3a8f-49d1-9d94-7e0f6f0e4a2d,0.08826,0.85154,0.0,0.07891
8b3a9a1e-0e4a-4c7c-9c65-4e2fe1c1b1a2,0.02154,0.46126,0.0,0.18676
0e5a3d8a-8f5b-4a1d-9f6c-5f2f2f3f8c1e,0.41178,0.63317,0.0,0.25954
4f5c1d9d-1f6f-4a3a-9e5e-2a7f1d6a9cbb,0.44778,0.15424,0.13333333333333333,0.47562
a1f2e3d4-5b6c-4789-9a0b-1c2d3e4f5a6b,0.0,0.0,0.0,0.0
c7d1a2b3-4e5f-46a8-9d1c-8e2f3a4b5c6d,0.0,0.0,0.0,0.0
f2e4c6a8-9b0d-4c31-8a5e-2f7d9c1b3a4e,0.0,0.0,0.0,0.0
